120:(APIServer pid=1) INFO 06-11 11:07:47 [loggers.py:273] Engine 000: Avg prompt throughput: 5.0 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0%
121:(APIServer pid=1) INFO 06-11 11:07:47 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 51.00, Mean tokens committed per denoising step: 5.02, Committed: 256 tokens, Denoising steps: 51, Canvas positions evaluated: 13056
123:(APIServer pid=1) INFO 06-11 11:07:57 [loggers.py:273] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.3%, Prefix cache hit rate: 32.0%
124:(APIServer pid=1) INFO 06-11 11:07:57 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 51.00, Mean tokens committed per denoising step: 5.02, Committed: 256 tokens, Denoising steps: 51, Canvas positions evaluated: 13056
125:(APIServer pid=1) INFO 06-11 11:08:07 [loggers.py:273] Engine 000: Avg prompt throughput: 1.8 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 32.0%
126:(APIServer pid=1) INFO 06-11 11:08:07 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 52.00, Mean tokens committed per denoising step: 4.92, Committed: 256 tokens, Denoising steps: 52, Canvas positions evaluated: 13312
128:(APIServer pid=1) INFO 06-11 11:08:17 [loggers.py:273] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.3%, Prefix cache hit rate: 42.7%
129:(APIServer pid=1) INFO 06-11 11:08:17 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 50.00, Mean tokens committed per denoising step: 5.12, Committed: 256 tokens, Denoising steps: 50, Canvas positions evaluated: 12800
130:(APIServer pid=1) INFO 06-11 11:08:27 [loggers.py:273] Engine 000: Avg prompt throughput: 1.8 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 42.7%
131:(APIServer pid=1) INFO 06-11 11:08:27 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 50.00, Mean tokens committed per denoising step: 5.12, Committed: 256 tokens, Denoising steps: 50, Canvas positions evaluated: 12800
136:(APIServer pid=1) INFO 06-11 11:08:37 [loggers.py:273] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.8%, Prefix cache hit rate: 4.4%
